Month Import,state,county,US Region,Probability of Initial Transmission,Infections (Median),Infections (25th Percentile),Infections (75th Percentile),Proportion Infected (Median),Proportion Infected (25th Percentile),Proportion Infected (75th Percentile),Infected in Pregnancy (Median),Infected in Pregnancy (25th Percentile),Infected in Pregnancy (75th Percentile)
4,Texas,Uvalde,SW,0.1,2,1,3,7.34E-05,3.67E-05,0.0001101,0,0,0
5,Texas,Uvalde,SW,0.25,2,1,8,7.34E-05,3.67E-05,0.0002936,0,0,0
6,Texas,Uvalde,SW,0.44,26,3,59.5,0.0009543,0.0001101,0.002184,0,0,0
7,Texas,Uvalde,SW,0.48,7.5,2,44.25,0.0002753,7.34E-05,0.001624,0,0,0
8,Texas,Uvalde,SW,0.63,6,2.5,18,0.0002202,9.18E-05,0.0006606,0,0,0
9,Texas,Uvalde,SW,0.38,3,2,6,0.0001101,7.34E-05,0.0002202,0,0,0
10,Texas,Uvalde,SW,0.03,1,1,1.5,3.67E-05,3.67E-05,5.51E-05,0,0,0
11,Texas,Uvalde,SW,0,0,0,0,0,0,0,0,0,0
12,Texas,Uvalde,SW,0,0,0,0,0,0,0,0,0,0
1,Texas,Val Verde,SW,0,0,0,0,0,0,0,0,0,0
2,Texas,Val Verde,SW,0,0,0,0,0,0,0,0,0,0
3,Texas,Val Verde,SW,0,0,0,0,0,0,0,0,0,0
4,Texas,Val Verde,SW,0.03,1,1,1.5,2.04E-05,2.04E-05,3.06E-05,0,0,0
5,Texas,Val Verde,SW,0.08,2,1,3.25,4.08E-05,2.04E-05,6.63E-05,0,0,0
6,Texas,Val Verde,SW,0.32,3,1.75,4.25,6.12E-05,3.57E-05,8.68E-05,0,0,0
7,Texas,Val Verde,SW,0.32,2.5,1.75,12.5,5.10E-05,3.57E-05,0.0002552,0,0,0
8,Texas,Val Verde,SW,0.4,3,1,6.25,6.12E-05,2.04E-05,0.0001276,0,0,0
9,Texas,Val Verde,SW,0.25,2,1,2,4.08E-05,2.04E-05,4.08E-05,0,0,0
10,Texas,Val Verde,SW,0,0,0,0,0,0,0,0,0,0
11,Texas,Val Verde,SW,0,0,0,0,0,0,0,0,0,0
12,Texas,Val Verde,SW,0,0,0,0,0,0,0,0,0,0
1,Texas,Van Zandt,SW,0,0,0,0,0,0,0,0,0,0
2,Texas,Van Zandt,SW,0,0,0,0,0,0,0,0,0,0
3,Texas,Van Zandt,SW,0,0,0,0,0,0,0,0,0,0
4,Texas,Van Zandt,SW,0.01,1717,1717,1717,0.03206,0.03206,0.03206,16,16,16
5,Texas,Van Zandt,SW,0.02,1,1,1,1.87E-05,1.87E-05,1.87E-05,0,0,0
6,Texas,Van Zandt,SW,0.53,19,2,485,0.0003548,3.74E-05,0.009057,0,0,4
7,Texas,Van Zandt,SW,0.77,156,29,370,0.002913,0.0005416,0.00691,0,0,3
8,Texas,Van Zandt,SW,0.79,19,6,48.5,0.0003548,0.000112,0.0009057,0,0,0
9,Texas,Van Zandt,SW,0.43,4,1,5,7.47E-05,1.87E-05,9.34E-05,0,0,0
10,Texas,Van Zandt,SW,0.05,1,1,1,1.87E-05,1.87E-05,1.87E-05,0,0,0
11,Texas,Van Zandt,SW,0,0,0,0,0,0,0,0,0,0
12,Texas,Van Zandt,SW,0,0,0,0,0,0,0,0,0,0
1,Texas,Victoria,SW,0,0,0,0,0,0,0,0,0,0
2,Texas,Victoria,SW,0,0,0,0,0,0,0,0,0,0
3,Texas,Victoria,SW,0,0,0,0,0,0,0,0,0,0
4,Texas,Victoria,SW,0.16,2.5,1,6930,2.71E-05,1.08E-05,0.07501,0,0,78.5
5,Texas,Victoria,SW,0.41,9320,3,24410,0.1009,3.25E-05,0.2642,106,0,258
6,Texas,Victoria,SW,0.69,10120,3040,22130,0.1096,0.03291,0.2396,111,35,243
7,Texas,Victoria,SW,0.79,2252,487.5,4557,0.02438,0.005277,0.04933,25,5,54.5
8,Texas,Victoria,SW,0.72,200.5,43.75,352.5,0.00217,0.0004736,0.003816,0.5,0,5
9,Texas,Victoria,SW,0.65,10,2,23,0.0001082,2.17E-05,0.000249,0,0,0
10,Texas,Victoria,SW,0.35,2,1,4,2.17E-05,1.08E-05,4.33E-05,0,0,0
11,Texas,Victoria,SW,0.05,1,1,1,1.08E-05,1.08E-05,1.08E-05,0,0,0
12,Texas,Victoria,SW,0,0,0,0,0,0,0,0,0,0
1,Texas,Walker,SW,0,0,0,0,0,0,0,0,0,0
2,Texas,Walker,SW,0,0,0,0,0,0,0,0,0,0
3,Texas,Walker,SW,0,0,0,0,0,0,0,0,0,0
4,Texas,Walker,SW,0.07,1,1,1.5,1.41E-05,1.41E-05,2.12E-05,0,0,0
5,Texas,Walker,SW,0.35,13080,3.5,36050,0.1849,4.95E-05,0.5099,88,0.5,229.5
6,Texas,Walker,SW,0.73,12530,3888,26740,0.1772,0.05499,0.3782,85,28,182
7,Texas,Walker,SW,0.78,3236,866.2,6003,0.04577,0.01225,0.08491,22,6.25,38
8,Texas,Walker,SW,0.78,202,48.25,449,0.002857,0.0006825,0.006351,0,0,3
9,Texas,Walker,SW,0.61,7,3,13,9.90E-05,4.24E-05,0.0001839,0,0,0
10,Texas,Walker,SW,0.27,2,1,2.5,2.83E-05,1.41E-05,3.54E-05,0,0,0
11,Texas,Walker,SW,0,0,0,0,0,0,0,0,0,0
12,Texas,Walker,SW,0,0,0,0,0,0,0,0,0,0
1,Texas,Waller,SW,0,0,0,0,0,0,0,0,0,0
2,Texas,Waller,SW,0,0,0,0,0,0,0,0,0,0
3,Texas,Waller,SW,0,0,0,0,0,0,0,0,0,0
4,Texas,Waller,SW,0.09,1,1,1,2.06E-05,2.06E-05,2.06E-05,0,0,0
5,Texas,Waller,SW,0.35,7,2,15560,0.0001439,4.11E-05,0.3198,1,0,155
6,Texas,Waller,SW,0.75,12840,2553,21900,0.264,0.05247,0.45,118,21,217.5
7,Texas,Waller,SW,0.79,1778,713.5,4546,0.03654,0.01466,0.09342,19,6,45
8,Texas,Waller,SW,0.8,219.5,87,446,0.004511,0.001788,0.009166,3,0,4.25
9,Texas,Waller,SW,0.67,9,4,18,0.000185,8.22E-05,0.0003699,0,0,0
10,Texas,Waller,SW,0.17,1,1,1,2.06E-05,2.06E-05,2.06E-05,0,0,0
11,Texas,Waller,SW,0,0,0,0,0,0,0,0,0,0
12,Texas,Waller,SW,0,0,0,0,0,0,0,0,0,0
1,Texas,Ward,SW,0,0,0,0,0,0,0,0,0,0
2,Texas,Ward,SW,0,0,0,0,0,0,0,0,0,0
3,Texas,Ward,SW,0,0,0,0,0,0,0,0,0,0
4,Texas,Ward,SW,0,0,0,0,0,0,0,0,0,0
5,Texas,Ward,SW,0,0,0,0,0,0,0,0,0,0
6,Texas,Ward,SW,0.08,1.5,1,2.25,0.000128,8.53E-05,0.0001919,0,0,0
7,Texas,Ward,SW,0.07,2,1.5,3.5,0.0001706,0.000128,0.0002986,0,0,0
8,Texas,Ward,SW,0.08,1.5,1,2,0.000128,8.53E-05,0.0001706,0,0,0
9,Texas,Ward,SW,0.03,1,1,1,8.53E-05,8.53E-05,8.53E-05,0,0,0
10,Texas,Ward,SW,0,0,0,0,0,0,0,0,0,0
11,Texas,Ward,SW,0,0,0,0,0,0,0,0,0,0
12,Texas,Ward,SW,0,0,0,0,0,0,0,0,0,0
1,Texas,Washington,SW,0,0,0,0,0,0,0,0,0,0
2,Texas,Washington,SW,0,0,0,0,0,0,0,0,0,0
3,Texas,Washington,SW,0,0,0,0,0,0,0,0,0,0
4,Texas,Washington,SW,0.04,2.5,1.75,1814,7.19E-05,5.03E-05,0.05218,0,0,18.5
5,Texas,Washington,SW,0.22,271,1.25,2939,0.007795,3.60E-05,0.08454,1,0,24.25
6,Texas,Washington,SW,0.56,992.5,14.75,3202,0.02855,0.0004243,0.09209,9,0,26.25
7,Texas,Washington,SW,0.75,532,140.5,1304,0.0153,0.004041,0.03751,4,0,9.5
8,Texas,Washington,SW,0.75,49,5.5,123,0.001409,0.0001582,0.003538,0,0,0
9,Texas,Washington,SW,0.56,4.5,2.75,10,0.0001294,7.91E-05,0.0002876,0,0,0
10,Texas,Washington,SW,0.15,2,1,2,5.75E-05,2.88E-05,5.75E-05,0,0,0
11,Texas,Washington,SW,0,0,0,0,0,0,0,0,0,0
12,Texas,Washington,SW,0,0,0,0,0,0,0,0,0,0
1,Texas,Webb,SW,0,0,0,0,0,0,0,0,0,0
2,Texas,Webb,SW,0,0,0,0,0,0,0,0,0,0
3,Texas,Webb,SW,0,0,0,0,0,0,0,0,0,0
4,Texas,Webb,SW,0.12,2.5,1,292.5,9.27E-06,3.71E-06,0.001084,0,0,5
5,Texas,Webb,SW,0.35,6,1,371.5,2.23E-05,3.71E-06,0.001377,0,0,5
6,Texas,Webb,SW,0.48,114,5.75,688,0.0004227,2.13E-05,0.002551,0.5,0,9.5
7,Texas,Webb,SW,0.69,94,8,228,0.0003485,2.97E-05,0.0008453,0,0,3
8,Texas,Webb,SW,0.6,18,7.75,50.5,6.67E-05,2.87E-05,0.0001872,0,0,0
9,Texas,Webb,SW,0.54,5,3,10.75,1.85E-05,1.11E-05,3.99E-05,0,0,0
10,Texas,Webb,SW,0.29,1,1,3,3.71E-06,3.71E-06,1.11E-05,0,0,0
11,Texas,Webb,SW,0,0,0,0,0,0,0,0,0,0
12,Texas,Webb,SW,0,0,0,0,0,0,0,0,0,0
1,Texas,Wharton,SW,0,0,0,0,0,0,0,0,0,0
2,Texas,Wharton,SW,0,0,0,0,0,0,0,0,0,0
3,Texas,Wharton,SW,0.01,1,1,1,2.41E-05,2.41E-05,2.41E-05,0,0,0
4,Texas,Wharton,SW,0.08,1.5,1,2.25,3.62E-05,2.41E-05,5.42E-05,0,0,0
5,Texas,Wharton,SW,0.42,7342,2.25,19040,0.177,5.42E-05,0.459,67,0,183.75
6,Texas,Wharton,SW,0.73,8605,3628,15620,0.2074,0.08745,0.3764,79,33,140
7,Texas,Wharton,SW,0.86,1853,626.2,3580,0.04466,0.0151,0.08629,17.5,4,33.75
8,Texas,Wharton,SW,0.8,172,69.5,426.8,0.004146,0.001675,0.01029,1,0,3
9,Texas,Wharton,SW,0.71,12,7,24,0.0002892,0.0001687,0.0005785,0,0,0
10,Texas,Wharton,SW,0.26,2,1,2.75,4.82E-05,2.41E-05,6.63E-05,0,0,0
11,Texas,Wharton,SW,0,0,0,0,0,0,0,0,0,0
12,Texas,Wharton,SW,0,0,0,0,0,0,0,0,0,0
1,Texas,Wheeler,SW,0,0,0,0,0,0,0,0,0,0
2,Texas,Wheeler,SW,0,0,0,0,0,0,0,0,0,0
3,Texas,Wheeler,SW,0,0,0,0,0,0,0,0,0,0
4,Texas,Wheeler,SW,0,0,0,0,0,0,0,0,0,0
5,Texas,Wheeler,SW,0.02,4.5,2.75,6.25,0.0007953,0.000486,0.001105,0,0,0
6,Texas,Wheeler,SW,0.17,2,1,9,0.0003535,0.0001767,0.001591,0,0,0
7,Texas,Wheeler,SW,0.38,3,2,7.75,0.0005302,0.0003535,0.00137,0,0,0
8,Texas,Wheeler,SW,0.38,3,1,4,0.0005302,0.0001767,0.000707,0,0,0
9,Texas,Wheeler,SW,0.13,1,1,2,0.0001767,0.0001767,0.0003535,0,0,0
10,Texas,Wheeler,SW,0,0,0,0,0,0,0,0,0,0
11,Texas,Wheeler,SW,0,0,0,0,0,0,0,0,0,0
12,Texas,Wheeler,SW,0,0,0,0,0,0,0,0,0,0
1,Texas,Wichita,SW,0,0,0,0,0,0,0,0,0,0
2,Texas,Wichita,SW,0,0,0,0,0,0,0,0,0,0
3,Texas,Wichita,SW,0,0,0,0,0,0,0,0,0,0
4,Texas,Wichita,SW,0,0,0,0,0,0,0,0,0,0
5,Texas,Wichita,SW,0.12,2.5,1,64,1.90E-05,7.59E-06,0.0004859,0,0,0
6,Texas,Wichita,SW,0.38,58.5,15.75,266.8,0.0004442,0.0001196,0.002025,0,0,3
7,Texas,Wichita,SW,0.65,44,6,106,0.0003341,4.56E-05,0.0008048,0,0,0
8,Texas,Wichita,SW,0.69,7,3,22,5.32E-05,2.28E-05,0.000167,0,0,0
9,Texas,Wichita,SW,0.32,2,1,3,1.52E-05,7.59E-06,2.28E-05,0,0,0
10,Texas,Wichita,SW,0.03,1,1,1,7.59E-06,7.59E-06,7.59E-06,0,0,0
11,Texas,Wichita,SW,0,0,0,0,0,0,0,0,0,0
12,Texas,Wichita,SW,0,0,0,0,0,0,0,0,0,0
1,Texas,Wilbarger,SW,0,0,0,0,0,0,0,0,0,0
2,Texas,Wilbarger,SW,0,0,0,0,0,0,0,0,0,0
3,Texas,Wilbarger,SW,0,0,0,0,0,0,0,0,0,0
4,Texas,Wilbarger,SW,0,0,0,0,0,0,0,0,0,0
5,Texas,Wilbarger,SW,0.06,2,2,2,0.0001535,0.0001535,0.0001535,0,0,0
6,Texas,Wilbarger,SW,0.34,3.5,1.25,14.25,0.0002687,9.60E-05,0.001094,0,0,0
7,Texas,Wilbarger,SW,0.62,12.5,3,38.75,0.0009595,0.0002303,0.002974,0,0,0
8,Texas,Wilbarger,SW,0.53,7,3,12,0.0005373,0.0002303,0.0009211,0,0,0
9,Texas,Wilbarger,SW,0.38,1,1,3,7.68E-05,7.68E-05,0.0002303,0,0,0
10,Texas,Wilbarger,SW,0,0,0,0,0,0,0,0,0,0
11,Texas,Wilbarger,SW,0,0,0,0,0,0,0,0,0,0
12,Texas,Wilbarger,SW,0,0,0,0,0,0,0,0,0,0
1,Texas,Willacy,SW,0,0,0,0,0,0,0,0,0,0
2,Texas,Willacy,SW,0,0,0,0,0,0,0,0,0,0
3,Texas,Willacy,SW,0.05,1,1,2,4.57E-05,4.57E-05,9.13E-05,0,0,0
4,Texas,Willacy,SW,0.21,3,1,2067,0.000137,4.57E-05,0.09437,0,0,17
5,Texas,Willacy,SW,0.39,1777,4,5010,0.08113,0.0001826,0.2287,14,0,55.5
6,Texas,Willacy,SW,0.6,2290,647.5,4890,0.1045,0.02956,0.2232,24.5,6.5,49.75
7,Texas,Willacy,SW,0.65,458,196,923,0.02091,0.008948,0.04214,3,0,12
8,Texas,Willacy,SW,0.71,101,30.5,204.5,0.004611,0.001392,0.009336,0,0,3
9,Texas,Willacy,SW,0.57,9,3,18,0.0004109,0.000137,0.0008218,0,0,0
10,Texas,Willacy,SW,0.27,1,1,2,4.57E-05,4.57E-05,9.13E-05,0,0,0
11,Texas,Willacy,SW,0.12,1,1,1.25,4.57E-05,4.57E-05,5.71E-05,0,0,0
12,Texas,Willacy,SW,0,0,0,0,0,0,0,0,0,0
1,Texas,Williamson,SW,0,0,0,0,0,0,0,0,0,0
2,Texas,Williamson,SW,0,0,0,0,0,0,0,0,0,0
3,Texas,Williamson,SW,0,0,0,0,0,0,0,0,0,0
4,Texas,Williamson,SW,0.02,1,1,1,1.97E-06,1.97E-06,1.97E-06,0,0,0
5,Texas,Williamson,SW,0.19,2,1,116.5,3.93E-06,1.97E-06,0.0002291,0,0,0.5
6,Texas,Williamson,SW,0.53,90,2,720,0.000177,3.93E-06,0.001416,0,0,6
7,Texas,Williamson,SW,0.71,83,6,340.5,0.0001632,1.18E-05,0.0006696,0,0,3
8,Texas,Williamson,SW,0.76,24,3.75,56.5,4.72E-05,7.37E-06,0.0001111,0,0,0
9,Texas,Williamson,SW,0.54,3.5,1.25,7,6.88E-06,2.46E-06,1.38E-05,0,0,0
10,Texas,Williamson,SW,0.11,1,1,1.5,1.97E-06,1.97E-06,2.95E-06,0,0,0
11,Texas,Williamson,SW,0,0,0,0,0,0,0,0,0,0
12,Texas,Williamson,SW,0,0,0,0,0,0,0,0,0,0
1,Texas,Wilson,SW,0,0,0,0,0,0,0,0,0,0
2,Texas,Wilson,SW,0,0,0,0,0,0,0,0,0,0
3,Texas,Wilson,SW,0,0,0,0,0,0,0,0,0,0
4,Texas,Wilson,SW,0.09,2,2,2046,4.21E-05,4.21E-05,0.04305,0,0,17
5,Texas,Wilson,SW,0.36,652.5,2,2365,0.01373,4.21E-05,0.04976,3,0,21.5
6,Texas,Wilson,SW,0.58,1175,442.2,3244,0.02473,0.009306,0.06826,11,2.25,27.5
7,Texas,Wilson,SW,0.77,245,71,659,0.005156,0.001494,0.01387,2,0,6
8,Texas,Wilson,SW,0.72,66.5,20.25,136.8,0.001399,0.0004261,0.002878,0,0,0.25
9,Texas,Wilson,SW,0.65,5,2,13,0.0001052,4.21E-05,0.0002736,0,0,0
10,Texas,Wilson,SW,0.26,1,1,2,2.10E-05,2.10E-05,4.21E-05,0,0,0
11,Texas,Wilson,SW,0,0,0,0,0,0,0,0,0,0
12,Texas,Wilson,SW,0,0,0,0,0,0,0,0,0,0
1,Texas,Winkler,SW,0,0,0,0,0,0,0,0,0,0
2,Texas,Winkler,SW,0,0,0,0,0,0,0,0,0,0
3,Texas,Winkler,SW,0,0,0,0,0,0,0,0,0,0
4,Texas,Winkler,SW,0,0,0,0,0,0,0,0,0,0
5,Texas,Winkler,SW,0,0,0,0,0,0,0,0,0,0
6,Texas,Winkler,SW,0.05,1,1,1,0.0001249,0.0001249,0.0001249,0,0,0
7,Texas,Winkler,SW,0.08,3,1,3.25,0.0003747,0.0001249,0.0004059,0,0,0
8,Texas,Winkler,SW,0.06,1.5,1,2.75,0.0001874,0.0001249,0.0003435,0,0,0
9,Texas,Winkler,SW,0.03,2,2,2.5,0.0002498,0.0002498,0.0003123,0,0,0
10,Texas,Winkler,SW,0,0,0,0,0,0,0,0,0,0
11,Texas,Winkler,SW,0,0,0,0,0,0,0,0,0,0
12,Texas,Winkler,SW,0,0,0,0,0,0,0,0,0,0
1,Texas,Wise,SW,0,0,0,0,0,0,0,0,0,0
2,Texas,Wise,SW,0,0,0,0,0,0,0,0,0,0
3,Texas,Wise,SW,0,0,0,0,0,0,0,0,0,0
4,Texas,Wise,SW,0,0,0,0,0,0,0,0,0,0
5,Texas,Wise,SW,0.11,1,1,2,1.59E-05,1.59E-05,3.18E-05,0,0,0
6,Texas,Wise,SW,0.4,10,2,38.25,0.0001588,3.18E-05,0.0006076,0,0,0
7,Texas,Wise,SW,0.58,22,3.25,69.5,0.0003495,5.16E-05,0.001104,0,0,0
8,Texas,Wise,SW,0.59,9,2.5,20.5,0.000143,3.97E-05,0.0003256,0,0,0
9,Texas,Wise,SW,0.35,2,1,4,3.18E-05,1.59E-05,6.35E-05,0,0,0
10,Texas,Wise,SW,0.04,1,1,1,1.59E-05,1.59E-05,1.59E-05,0,0,0
11,Texas,Wise,SW,0,0,0,0,0,0,0,0,0,0
12,Texas,Wise,SW,0,0,0,0,0,0,0,0,0,0
1,Texas,Wood,SW,0,0,0,0,0,0,0,0,0,0
2,Texas,Wood,SW,0,0,0,0,0,0,0,0,0,0
3,Texas,Wood,SW,0,0,0,0,0,0,0,0,0,0
4,Texas,Wood,SW,0.01,1,1,1,2.31E-05,2.31E-05,2.31E-05,0,0,0
5,Texas,Wood,SW,0.14,1,1,2.75,2.31E-05,2.31E-05,6.34E-05,0,0,0
6,Texas,Wood,SW,0.44,62.5,4,150.8,0.001442,9.23E-05,0.003477,0,0,0
7,Texas,Wood,SW,0.68,36,11.5,100.2,0.0008303,0.0002652,0.002312,0,0,0
8,Texas,Wood,SW,0.66,12,4,31.5,0.0002768,9.23E-05,0.0007265,0,0,0
9,Texas,Wood,SW,0.43,2,1,4,4.61E-05,2.31E-05,9.23E-05,0,0,0
10,Texas,Wood,SW,0.02,1,1,1,2.31E-05,2.31E-05,2.31E-05,0,0,0
11,Texas,Wood,SW,0,0,0,0,0,0,0,0,0,0
12,Texas,Wood,SW,0,0,0,0,0,0,0,0,0,0
1,Texas,Yoakum,SW,0,0,0,0,0,0,0,0,0,0
2,Texas,Yoakum,SW,0,0,0,0,0,0,0,0,0,0
3,Texas,Yoakum,SW,0,0,0,0,0,0,0,0,0,0
4,Texas,Yoakum,SW,0,0,0,0,0,0,0,0,0,0
5,Texas,Yoakum,SW,0,0,0,0,0,0,0,0,0,0
6,Texas,Yoakum,SW,0.13,1,1,2,0.000117,0.000117,0.000234,0,0,0
7,Texas,Yoakum,SW,0.23,2,1,3,0.000234,0.000117,0.000351,0,0,0
8,Texas,Yoakum,SW,0.12,2,1,2,0.000234,0.000117,0.000234,0,0,0
9,Texas,Yoakum,SW,0.04,1.5,1,2.25,0.0001755,0.000117,0.0002633,0,0,0
10,Texas,Yoakum,SW,0,0,0,0,0,0,0,0,0,0
11,Texas,Yoakum,SW,0,0,0,0,0,0,0,0,0,0
12,Texas,Yoakum,SW,0,0,0,0,0,0,0,0,0,0
1,Texas,Young,SW,0,0,0,0,0,0,0,0,0,0
2,Texas,Young,SW,0,0,0,0,0,0,0,0,0,0
3,Texas,Young,SW,0,0,0,0,0,0,0,0,0,0
4,Texas,Young,SW,0,0,0,0,0,0,0,0,0,0
5,Texas,Young,SW,0.1,24,3.5,47.5,0.001314,0.0001916,0.0026,0,0,0
6,Texas,Young,SW,0.29,2,1,8,0.0001095,5.47E-05,0.0004379,0,0,0
7,Texas,Young,SW,0.59,13,3,28,0.0007115,0.0001642,0.001532,0,0,0
8,Texas,Young,SW,0.52,3.5,1.75,13,0.0001916,9.58E-05,0.0007115,0,0,0
9,Texas,Young,SW,0.21,2,1,3,0.0001095,5.47E-05,0.0001642,0,0,0
10,Texas,Young,SW,0.03,1,1,1,5.47E-05,5.47E-05,5.47E-05,0,0,0
11,Texas,Young,SW,0,0,0,0,0,0,0,0,0,0
12,Texas,Young,SW,0,0,0,0,0,0,0,0,0,0
1,Texas,Zapata,SW,0,0,0,0,0,0,0,0,0,0
2,Texas,Zapata,SW,0,0,0,0,0,0,0,0,0,0
3,Texas,Zapata,SW,0.01,2,2,2,0.0001391,0.0001391,0.0001391,0,0,0
4,Texas,Zapata,SW,0.18,2,1.25,4.75,0.0001391,8.70E-05,0.0003304,0,0,0
5,Texas,Zapata,SW,0.43,105,2,1208,0.007304,0.0001391,0.08407,3,0,14
6,Texas,Zapata,SW,0.55,395,3,911,0.02748,0.0002087,0.06337,4,0,13.5
7,Texas,Zapata,SW,0.7,176.5,9,351.5,0.01228,0.0006261,0.02445,2.5,0,6
8,Texas,Zapata,SW,0.54,32.5,11.25,76.25,0.002261,0.0007826,0.005304,0,0,0
9,Texas,Zapata,SW,0.48,8,3,12,0.0005565,0.0002087,0.0008348,0,0,0
10,Texas,Zapata,SW,0.3,2,1,2,0.0001391,6.96E-05,0.0001391,0,0,0
11,Texas,Zapata,SW,0.01,1,1,1,6.96E-05,6.96E-05,6.96E-05,0,0,0
12,Texas,Zapata,SW,0,0,0,0,0,0,0,0,0,0
1,Texas,Zavala,SW,0,0,0,0,0,0,0,0,0,0
2,Texas,Zavala,SW,0,0,0,0,0,0,0,0,0,0
3,Texas,Zavala,SW,0,0,0,0,0,0,0,0,0,0
4,Texas,Zavala,SW,0.11,1,1,2,8.17E-05,8.17E-05,0.0001635,0,0,0
5,Texas,Zavala,SW,0.26,3,1,89.75,0.0002452,8.17E-05,0.007335,0,0,0
6,Texas,Zavala,SW,0.52,67.5,5.75,165.8,0.005517,0.0004699,0.01355,0,0,2.25
7,Texas,Zavala,SW,0.61,33,3,76,0.002697,0.0002452,0.006211,0,0,1
8,Texas,Zavala,SW,0.62,12,2.25,29.5,0.0009807,0.0001839,0.002411,0,0,0
9,Texas,Zavala,SW,0.37,3,2,6,0.0002452,0.0001635,0.0004904,0,0,0
10,Texas,Zavala,SW,0.11,1,1,2,8.17E-05,8.17E-05,0.0001635,0,0,0
11,Texas,Zavala,SW,0.02,1,1,1,8.17E-05,8.17E-05,8.17E-05,0,0,0
12,Texas,Zavala,SW,0,0,0,0,0,0,0,0,0,0
1,Utah,Beaver,West,0,0,0,0,0,0,0,0,0,0
2,Utah,Beaver,West,0,0,0,0,0,0,0,0,0,0
3,Utah,Beaver,West,0,0,0,0,0,0,0,0,0,0
4,Utah,Beaver,West,0,0,0,0,0,0,0,0,0,0
5,Utah,Beaver,West,0,0,0,0,0,0,0,0,0,0
6,Utah,Beaver,West,0,0,0,0,0,0,0,0,0,0
7,Utah,Beaver,West,0,0,0,0,0,0,0,0,0,0
8,Utah,Beaver,West,0,0,0,0,0,0,0,0,0,0
9,Utah,Beaver,West,0,0,0,0,0,0,0,0,0,0
10,Utah,Beaver,West,0,0,0,0,0,0,0,0,0,0
11,Utah,Beaver,West,0,0,0,0,0,0,0,0,0,0
12,Utah,Beaver,West,0,0,0,0,0,0,0,0,0,0
1,Utah,Box Elder,West,0,0,0,0,0,0,0,0,0,0
2,Utah,Box Elder,West,0,0,0,0,0,0,0,0,0,0
3,Utah,Box Elder,West,0,0,0,0,0,0,0,0,0,0
4,Utah,Box Elder,West,0,0,0,0,0,0,0,0,0,0
5,Utah,Box Elder,West,0,0,0,0,0,0,0,0,0,0
6,Utah,Box Elder,West,0,0,0,0,0,0,0,0,0,0
7,Utah,Box Elder,West,0,0,0,0,0,0,0,0,0,0
8,Utah,Box Elder,West,0,0,0,0,0,0,0,0,0,0
9,Utah,Box Elder,West,0,0,0,0,0,0,0,0,0,0
10,Utah,Box Elder,West,0,0,0,0,0,0,0,0,0,0
11,Utah,Box Elder,West,0,0,0,0,0,0,0,0,0,0
12,Utah,Box Elder,West,0,0,0,0,0,0,0,0,0,0
1,Utah,Cache,West,0,0,0,0,0,0,0,0,0,0
2,Utah,Cache,West,0,0,0,0,0,0,0,0,0,0
3,Utah,Cache,West,0,0,0,0,0,0,0,0,0,0
4,Utah,Cache,West,0,0,0,0,0,0,0,0,0,0
5,Utah,Cache,West,0,0,0,0,0,0,0,0,0,0
6,Utah,Cache,West,0,0,0,0,0,0,0,0,0,0
7,Utah,Cache,West,0,0,0,0,0,0,0,0,0,0
8,Utah,Cache,West,0,0,0,0,0,0,0,0,0,0
9,Utah,Cache,West,0,0,0,0,0,0,0,0,0,0
10,Utah,Cache,West,0,0,0,0,0,0,0,0,0,0
11,Utah,Cache,West,0,0,0,0,0,0,0,0,0,0
12,Utah,Cache,West,0,0,0,0,0,0,0,0,0,0
1,Utah,Carbon,West,0,0,0,0,0,0,0,0,0,0
2,Utah,Carbon,West,0,0,0,0,0,0,0,0,0,0
3,Utah,Carbon,West,0,0,0,0,0,0,0,0,0,0
4,Utah,Carbon,West,0,0,0,0,0,0,0,0,0,0
5,Utah,Carbon,West,0,0,0,0,0,0,0,0,0,0
6,Utah,Carbon,West,0,0,0,0,0,0,0,0,0,0
7,Utah,Carbon,West,0,0,0,0,0,0,0,0,0,0
8,Utah,Carbon,West,0,0,0,0,0,0,0,0,0,0
9,Utah,Carbon,West,0,0,0,0,0,0,0,0,0,0
10,Utah,Carbon,West,0,0,0,0,0,0,0,0,0,0
11,Utah,Carbon,West,0,0,0,0,0,0,0,0,0,0
12,Utah,Carbon,West,0,0,0,0,0,0,0,0,0,0
1,Utah,Daggett,West,0,0,0,0,0,0,0,0,0,0
2,Utah,Daggett,West,0,0,0,0,0,0,0,0,0,0
3,Utah,Daggett,West,0,0,0,0,0,0,0,0,0,0
4,Utah,Daggett,West,0,0,0,0,0,0,0,0,0,0
5,Utah,Daggett,West,0,0,0,0,0,0,0,0,0,0
6,Utah,Daggett,West,0,0,0,0,0,0,0,0,0,0
7,Utah,Daggett,West,0,0,0,0,0,0,0,0,0,0
8,Utah,Daggett,West,0,0,0,0,0,0,0,0,0,0
9,Utah,Daggett,West,0,0,0,0,0,0,0,0,0,0
10,Utah,Daggett,West,0,0,0,0,0,0,0,0,0,0
11,Utah,Daggett,West,0,0,0,0,0,0,0,0,0,0
12,Utah,Daggett,West,0,0,0,0,0,0,0,0,0,0
1,Utah,Davis,West,0,0,0,0,0,0,0,0,0,0
2,Utah,Davis,West,0,0,0,0,0,0,0,0,0,0
3,Utah,Davis,West,0,0,0,0,0,0,0,0,0,0
